VALUE,VOLICITY,YEARS
0,0,5
0,0,5
0,0,5
89.59,1,5
0,0,4
0,0,1
0,0,17
0,0,13
0,0,17
0,0,17
0,0,12
0,0,12
0,0,10
0,0,12
0,0,12
0,0,12
0,0,19
0,0,19
0,0,19
0,0,19
0,0,19
0,0,19
0,1,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,15
0,0,17
0,0,17
0,0,13
0,0,12
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,17
0,0,16
0,0,17
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,3
90.55,15,5
0,0,4
0,0,4
0,0,4
14.7,47,4
0,0,4
0,0,6
0,0,6
0,0,3
0,0,1
0,0,4
25.66,6,4
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,20
0,0,20
0,0,20
0,0,20
0,0,20
0,0,20
0,0,20
0,0,20
0,0,20
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,12
9.29,12,12
0,0,14
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,13
0,0,13
0,0,14
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
4.66,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,11
8612.08,120,11
0,0,5
0,0,20
0,0,20
0,0,20
0,1,6
0,0,17
0,0,21
0,0,20
0,0,21
0,0,20
0,0,13
122.54,1,5
0,0,5
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
120.66,7,4
0,0,4
12.6,2,4
0,0,4
0,0,4
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,20
0,0,6
0,0,6
0,0,5
0,0,6
0,0,1
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
4.56,0,6
0,0,6
0,2,6
9.7,1,6
0,0,6
0,0,13
0,0,13
0,0,13
757.82,5,13
0,0,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,20
0,0,20
0,0,20
0,0,4
317.88,7,6
0,0,6
0,1,6
0,0,6
17.64,3,5
0,0,4
0,0,4
0,0,4
0,0,4
0,0,11
0,0,11
107.4,4,11
0,0,11
0,0,11
0,0,11
0,0,4
0,0,4
0,0,6
0,0,6
23.44,5,6
0,0,6
0,0,6
0,0,14
0,0,13
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,10
0,0,10
0,0,10
0,0,13
0,0,13
0,0,13
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,5
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,1
0,0,6
0,0,5
0,0,1
192.72,14,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,9
56.38,4,9
0,0,9
8.33,0,12
0,0,9
0,0,9
0,0,9
0,0,13
0,0,13
0,0,13
0,0,13
0,0,17
160.87,5,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,11
0,0,11
203.79,2,13
0,0,13
0,0,13
0,0,21
0,0,20
0,0,4
0,0,4
0,0,4
0,0,4
457.77,40,4
0,0,4
0,0,8
0,0,8
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,12
0,0,4
0,0,4
121.53,6,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,5
0,0,5
0,0,4
0,0,4
0,0,20
0,0,4
0,0,4
0,0,17
0,0,17
0,0,3
0,0,1
0,0,17
0,0,17
0,0,17
0,0,17
0,0,10
0,0,10
30.52,0,10
0,0,10
0,0,10
0,0,17
0,0,17
0,0,17
0,0,6
0,0,6
0,0,6
0,0,6
0,0,17
0,0,17
0,0,17
0,0,12
0,0,12
0,0,9
0,0,9
0,0,17
0,0,3
453.28,7,12
0,0,12
0,0,12
0,0,12
0,0,14
0,0,14
0,0,12
0,0,17
0,0,17
0,0,17
0,0,11
0,0,6
13.69,13,5
0,0,6
9.24,5,5
0,0,5
0,0,14
0,159,5
0,0,5
0,0,5
0,0,5
66.83,34,5
40.31,6,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,4
0,0,4
0,0,4
0,0,4
0,0,11
0,0,11
0,0,8
0,0,8
0,0,13
0,0,20
120.82,1,13
0,0,11
0,0,11
0,0,11
0,0,14
0,0,8
0,0,6
0,0,6
0,0,5
583.03,1,5
0,0,5
0,0,17
0,0,17
0,0,10
43.06,7,10
0,0,10
1262.61,48,10
2050.69,29,10
0,0,10
0,0,10
50.87,4,10
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,11
0,0,11
0,0,6
0,0,11
0,0,11
0,0,11
0,0,11
0,0,13
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,9
0,0,9
0,0,9
0,0,8
0,0,13
0,0,13
19.29,25,4
0,0,4
810.41,17,4
0,0,4
20.61,1,4
0,0,20
0,0,4
0,0,4
0,0,4
0,0,12
0,0,12
0,0,13
43.46,10,13
0,0,13
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
583.52,4,5
0,0,5
9.82,0,6
0,0,20
0,0,19
273.08,28,5
0,0,5
0,0,5
0,0,5
0,0,12
0,0,12
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,14
0,0,14
0,0,14
0,0,5
0,0,5
0,0,5
0,0,8
0,0,5
0,0,5
0,1,5
319.31,10,4
134.82,17,4
194.55,2,4
0,0,4
0,0,4
134.93,2,4
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,12
0,0,12
0,0,12
0,0,12
0,0,10
0,0,12
0,0,12
0,0,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,12
0,0,12
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,6
0,0,6
0,0,4
0,0,4
131.47,4,4
0,0,4
0,0,4
0,0,6
11.38,1,6
48.19,1,4
0,0,4
0,0,4
0,0,13
0,0,13
0,0,4
20.49,5,4
0,0,4
0,0,4
0,0,4
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,17
0,0,5
0,0,5
196.31,29,5
0,0,5
19.52,1,5
0,0,5
0,4,4
0,0,4
256.59,12,5
0,0,5
0,0,5
707.71,75,4
320.03,1,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,11
0,0,11
0,0,11
0,0,11
177.14,5,4
0,0,4
0,0,4
0,0,6
0,0,4
0,0,6
0,0,6
0,0,6
0,0,6
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
319.02,6,10
0,0,9
0,0,9
0,0,14
0,0,14
0,0,14
0,0,14
0,0,1
0,0,5
0,0,6
0,0,6
0,0,4
0,0,4
0,0,4
0,0,21
0,0,20
0,0,20
0,0,20
0,0,5
0,0,5
0,0,5
0,0,1
0,0,5
0,0,11
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
225.51,14,4
0,0,4
0,0,8
0,0,8
0,0,8
0,0,8
27.72,3,5
49.64,1,5
133.19,3,5
834.94,3,5
0,0,6
0,0,6
0,0,6
0,0,4
0,0,4
0,0,4
0,0,4
0,0,14
0,0,5
0,0,12
0,0,12
0,0,12
0,0,12
2242.24,10,11
246.76,16,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
658.54,1,12
0,0,5
0,0,13
0,0,13
0,0,14
0,0,14
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
118.65,3,8
0,0,8
0,0,8
0,0,1
0,0,1
0,0,8
0,0,14
0,0,20
0,0,14
0,0,13
0,0,17
0,0,14
0,0,17
0,0,13
282.01,21,13
0,0,13
0,0,3
0,0,14
60.48,4,14
0,0,14
15.03,29,4
0,0,5
0,0,6
0,0,6
0,0,6
0,0,6
2970.22,22,6
0,0,6
0,0,6
0,0,6
0,0,3
0,0,6
0,0,6
0,0,6
0,0,5
0,0,6
0,0,6
0,0,6
0,1,6
82.94,1,6
0,0,6
182.86,42,6
154.61,2,6
337.22,90,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
237.94,10,13
0,0,17
0,0,9
0,0,9
0,0,9
0,0,17
0,0,10
870.84,20,10
0,0,10
0,0,10
0,0,12
0,0,12
0,0,1
0,0,12
0,0,12
0,0,17
0,0,13
224.8,5,12
0,0,12
0,0,17
16.91,0,17
0,0,17
0,0,17
0,0,17
0,0,14
0,0,14
14.16,2,17
0,0,14
0,0,14
0,0,13
3383.18,14,13
0,0,13
0,0,17
0,0,17
0,0,12
2292.35,18,12
0,0,12
0,0,6
0,0,3
0,0,6
0,0,6
0,0,3
0,0,1
0,0,5
0,0,5
4.86,1,5
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,1,14
0,0,3
0,0,13
0,0,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
348.27,16,4
0,0,3
0,0,1
0,0,4
4.86,2,4
0,0,3
0,0,13
0,0,13
9.48,1,13
0,0,14
0,0,17
0,0,14
0,0,14
0,0,14
0,0,14
0,0,17
0,0,17
0,0,17
0,0,10
0,0,10
0,0,10
0,0,10
26.15,5,12
0,0,12
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,10
11.01,6,10
0,0,10
0,0,14
36.16,1,14
0,0,14
0,0,14
0,0,14
0,0,14
4.97,1,14
0,0,14
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,13
0,0,13
0,0,6
0,0,6
20.52,0,6
0,0,6
0,0,6
0,0,6
0,0,6
110.62,3,3
0,0,13
0,0,13
0,0,13
0,1,13
0,0,13
0,0,13
239.13,10,4
0,0,4
0,0,4
0,0,4
0,0,20
0,0,20
0,0,20
0,0,20
0,0,5
0,0,4
0,0,4
0,0,4
0,0,4
4.52,0,4
9.42,2,6
0,0,17
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
102.44,2,13
0,0,13
185.44,17,13
0,0,11
0,0,26
0,0,14
502.5,2,14
0,0,14
1622.1,55,14
0,0,14
0,0,17
0,0,12
0,0,12
0,0,12
73.16,2,10
0,0,10
0,0,10
0,0,14
0,0,14
0,0,14
0,0,14
0,0,1
0,0,1
0,0,1
0,0,14
0,0,14
0,0,14
79.94,2,14
0,0,17
0,0,17
12.73,5,13
106.32,10,13
0,0,1
0,0,13
157.26,0,13
0,0,13
0,0,13
0,0,13
0,0,5
0,0,3
0,0,6
0,0,5
0,0,4
0,0,4
0,0,4
0,0,4
0,0,1
95.93,28,3
0,0,4
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,13
0,0,13
0,0,13
0,0,13
0,0,14
0,0,14
0,0,14
0,0,14
0,0,12
738.33,21,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,17
0,0,10
0,0,10
244.49,4,10
2722.89,91,10
0,0,10
0,0,13
0,0,10
0,0,10
0,0,13
192.68,2,13
202.1,2,13
17,1,13
0,0,13
0,0,13
0,0,13
0,0,9
0,0,13
0,0,17
0,0,17
0,0,1
0,0,13
0,0,13
0,0,12
25.8,5,13
0,0,13
0,0,13
0,0,20
0,0,21
0,0,17
0,0,20
0,5,20
0,0,20
0,0,20
0,0,13
0,0,13
0,0,13
911.97,4,6
0,1,4
0,0,4
0,0,4
0,0,19
0,0,6
0,0,6
0,0,4
0,0,4
0,0,4
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
5756.74,43,16
0,0,19
0,0,17
0,0,17
0,0,17
0,0,17
0,0,12
0,0,4
0,0,4
0,0,6
54.74,3,4
0,0,4
0,0,4
0,0,6
0,0,5
0,0,10
0,0,10
0,0,10
0,0,12
88.73,1,12
0,0,3
0,0,14
0,0,14
25.5,1,14
0,0,14
0,0,14
0,0,12
0,0,12
112.88,4,12
0,0,12
0,0,17
0,0,17
0,0,17
0,0,17
975.68,2,13
0,0,13
0,0,13
0,0,13
72.08,6,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,10
0,0,10
0,0,10
153.75,0,10
0,0,10
0,0,13
0,0,13
0,0,4
22.92,4,4
0,0,4
0,0,6
0,0,6
0,0,6
0,0,6
5.2,2,6
0,0,6
0,0,6
0,0,5
0,0,5
0,1,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,13
0,0,5
49.39,5,5
0,0,5
1005.43,3,5
113.37,3,5
0,0,5
0,0,1
0,0,1
0,0,6
154.8,36,8
216.25,3,8
0,0,11
35.76,1,6
0,0,6
4.94,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,11
0,0,11
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,11
0,0,11
0,2,11
0,0,11
0,0,11
0,0,11
0,0,6
0,0,6
0,0,6
35.22,1,6
0,0,1
0,0,1
0,0,13
0,0,13
0,0,13
0,0,6
0,0,6
0,0,6
0,0,6
15.64,1,8
0,0,8
0,0,8
0,0,8
0,0,8
50.45,4,8
39.1,9,4
0,0,4
0,20,4
0,0,4
0,0,4
0,0,20
0,0,20
0,0,21
0,0,20
0,0,20
0,0,20
0,0,20
0,0,20
0,0,20
2350.98,41,11
2621.72,4,11
0,0,11
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,12
0,0,13
0,0,5
0,0,5
0,0,5
0,0,5
403.56,19,4
0,0,4
0,0,3
0,0,1
0,0,1
0,0,4
42.91,0,4
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,11
0,0,6
0,0,6
0,0,13
0,0,13
0,0,4
0,0,4
0,0,4
63.15,3,4
0,0,4
0,0,11
0,0,1
0,0,1
0,0,1
632.06,14,10
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
3135.54,53,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,17
0,0,13
1621.87,36,13
0,0,13
0,0,4
0,0,5
0,0,5
0,21,5
526.15,29,5
0,0,5
0,0,16
23.13,0,13
0,0,13
0,0,5
0,0,5
0,0,13
143.71,5,13
378.13,25,11
0,0,11
0,0,11
620.25,84,6
0,0,5
291.12,6,5
0,0,5
0,0,5
10.37,1,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,6
0,7,6
0,0,6
0,0,14
0,0,13
0,0,13
0,0,13
0,0,11
0,0,11
0,0,6
16.6,2,4
0,0,4
0,0,4
0,0,1
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,4
0,0,4
126.27,1,4
0,0,13
0,0,4
0,0,6
0,0,1
0,0,6
0,0,12
0,0,12
0,0,12
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,8
117.16,9,8
0,0,8
0,1,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,3,4
0,0,4
0,0,4
0,0,4
0,0,4
1420.21,2,6
0,0,6
0,0,6
0,0,6
0,0,11
0,0,11
482.86,2,14
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
237.92,40,6
0,0,6
0,0,6
1306.69,66,13
0,0,13
0,0,13
33.66,2,13
0,0,13
0,0,13
0,0,13
0,0,4
0,0,4
0,0,4
0,0,6
1917.3,6,6
0,0,13
0,0,13
0,0,13
0,0,13
0,0,11
0,0,14
0,0,11
0,0,11
2068.79,22,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,6
0,0,6
0,0,6
0,0,8
0,0,8
0,0,17
0,0,10
0,0,10
21.36,1,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,6
697.93,4,6
0,0,6
0,0,13
0,0,14
26.59,0,14
0,0,6
0,0,6
0,0,6
0,0,20
0,0,21
0,0,20
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
540.38,10,5
173.04,39,5
0,0,14
308.3,6,5
0,2,4
0,0,4
90.05,5,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,4
0,0,4
0,0,11
0,0,1
0,0,6
0,0,6
0,0,5
0,0,5
3437.21,4,5
0,0,5
0,0,5
0,0,5
0,0,6
1872.81,42,14
0,0,14
0,0,5
0,0,5
33.92,3,6
0,0,6
0,0,6
0,0,6
0,2,6
0,0,6
0,0,6
0,0,11
0,0,11
0,0,11
0,0,11
4.87,2,11
0,0,11
0,0,11
0,0,10
0,0,10
93.5,1,10
0,0,10
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,14
0,0,16
0,0,16
0,0,16
0,0,16
0,0,5
0,0,5
0,0,13
0,0,13
0,0,13
0,0,13
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,12
0,0,12
0,0,5
0,0,5
0,0,20
0,0,6
0,0,6
0,0,6
0,0,4
0,0,4
0,0,4
0,0,6
0,0,6
0,0,20
0,0,6
4.55,4,4
0,0,4
0,0,4
0,0,13
929.89,2,10
6850.76,87,10
0,0,11
103.48,0,11
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
7376.22,18,5
0,0,5
420.17,4,5
0,0,5
0,0,5
19.16,4,13
0,2,13
0,0,13
457.88,7,13
0,0,13
20.34,6,13
0,0,16
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,4
19.52,3,4
0,0,4
60.08,6,6
4.85,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,12
0,0,20
0,0,8
45,4,8
0,0,4
0,0,4
0,0,14
0,0,4
0,0,4
0,0,6
0,0,6
0,0,6
0,0,6
8.18,1,4
0,0,4
0,0,4
0,0,14
0,0,14
0,0,3
0,0,14
0,0,14
4360.78,10,14
0,34,14
0,0,10
0,0,1
0,0,1
0,0,13
0,0,13
0,0,13
39.2,1,13
0,0,13
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
82.4,2,6
0,0,6
0,0,4
0,0,4
0,0,4
0,0,4
0,0,13
989.88,13,13
0,0,13
0,0,14
0,0,14
0,0,4
0,0,4
0,0,13
0,0,4
0,0,4
0,0,4
0,0,4
439.21,25,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,6
0,0,21
0,0,16
0,0,20
0,0,5
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,19
0,0,19
0,0,21
0,0,20
0,0,19
0,0,19
0,0,21
0,0,19
0,0,14
0,0,14
2813.07,11,14
0,0,19
0,0,14
0,0,12
0,0,12
0,0,12
0,1,14
0,0,5
0,0,4
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,6
0,2,4
0,0,4
0,0,4
0,0,1
0,0,13
419.86,42,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,6
0,0,6
0,0,6
0,0,6
9.06,0,14
420.4,5,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,10
0,0,10
0,0,10
0,0,10
0,0,4
0,0,4
0,0,4
0,0,14
30.59,1,12
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,19
0,0,20
70.09,2,20
0,0,20
0,0,20
0,0,20
0,0,20
0,0,21
0,0,20
0,0,20
0,0,21
0,0,20
0,0,21
0,0,4
0,0,4
0,0,16
0,0,16
0,0,16
0,0,20
0,0,6
0,0,6
0,0,6
577.99,13,6
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,1
0,0,13
0,0,13
0,0,11
0,0,11
0,0,11
0,0,4
0,0,4
170.08,27,13
0,0,13
0,0,10
0,0,10
0,0,14
0,3,14
0,0,14
0,0,1
17.15,0,13
0,0,13
0,0,11
0,0,11
0,0,11
36.36,1,13
45.91,3,9
0,0,12
0,0,12
0,0,6
0,0,12
0,0,12
0,0,4
0,0,4
0,0,4
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,4
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
81.36,18,13
0,0,4
0,0,8
0,0,8
0,0,6
0,0,6
71.37,1,6
0,0,6
0,0,6
82.33,6,6
0,0,19
0,0,19
0,0,19
0,0,19
207.47,8,5
0,0,6
30.02,0,6
0,0,6
0,0,6
0,0,6
0,0,5
0,0,4
0,0,1
0,0,1
0,0,4
0,0,4
0,0,4
0,2,4
0,0,4
0,0,4
0,0,11
0,0,11
0,0,11
0,0,11
24.44,10000,6
0,0,10
875.88,4,10
0,3,10
137.28,2,14
0,0,14
0,0,6
0,0,6
0,0,6
0,0,6
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,5
0,0,5
0,0,4
0,0,5
0,0,1
0,0,17
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
110.73,10,4
0,0,13
0,0,13
0,0,13
0,0,14
0,0,13
0,0,5
0,0,14
0,0,4
0,0,14
265.6,4,11
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
2321.89,9,13
0,0,13
0,0,19
0,0,20
0,0,18
0,0,21
0,0,21
235.85,1,19
384.55,1,5
0,0,5
0,0,6
0,0,6
0,0,20
0,0,4
0,0,4
0,0,4
0,0,20
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,14
0,0,14
341.08,6,14
0,0,14
0,0,14
0,0,6
0,0,6
0,0,6
0,0,1
0,0,19
0,0,19
0,0,8
0,0,5
0,0,5
0,6,5
4.59,0,4
0,0,4
0,0,4
0,0,21
0,0,14
101.81,4,14
498.56,6,14
0,0,14
0,0,13
0,0,13
0,0,13
7.8,19,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,21,13
0,0,13
0,0,13
0,0,13
0,0,13
79.33,1,13
0,0,10
0,0,12
0,0,12
0,0,4
0,0,14
69.43,0,14
0,0,14
0,0,14
0,3,14
0,0,14
0,0,10
0,0,10
0,2,10
0,0,10
0,0,10
0,0,4
0,0,4
0,0,6
0,0,6
0,0,5
0,0,17
32.65,4,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,16
0,0,17
9.73,3,10
0,0,1
0,0,20
0,0,20
0,0,20
0,0,1
0,0,1
0,0,20
0,0,11
0,0,17
0,0,11
152.62,3,11
189.43,53,11
0,0,11
0,0,6
0,0,13
0,0,6
0,0,6
0,0,6
0,0,6
164.83,12,5
4.85,0,5
0,0,13
0,0,13
0,0,14
0,0,20
0,0,13
0,0,13
4.84,0,13
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,6
661.63,11,6
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,4
0,0,13
1242.18,14,13
0,0,13
0,0,13
0,3,13
0,0,13
0,0,13
0,0,13
0,0,13
67.02,8,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,6
0,0,6
0,0,5
1890.07,8,5
0,0,5
0,0,11
125.18,17,5
35.76,6,5
0,0,14
0,0,3
21.56,1,5
0,0,5
0,0,5
0,2,5
0,0,5
0,0,5
0,0,5
0,0,4
0,0,1
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
415.56,2,6
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,10
0,0,6
0,0,6
0,0,6
0,0,4
0,1,4
0,0,3
0,0,5
0,0,5
0,0,6
0,0,6
0,0,11
131.1,6,13
0,0,13
0,0,13
0,0,1
0,0,13
21.56,2,13
28.98,2,13
0,0,13
0,0,13
0,0,13
92.21,18,4
74.55,13,3
0,0,12
0,0,12
0,0,6
0,0,6
0,0,6
0,0,6
585.3,1,4
942.56,44,4
0,0,17
243.88,9,11
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,4
0,0,6
0,0,6
0,0,4
0,0,20
0,0,4
0,0,4
0,0,4
0,0,4
0,0,5
0,0,3
0,0,5
9.53,2,5
0,0,5
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,6
0,0,8
994.38,55,8
0,1,8
173.82,7,8
0,0,14
0,0,14
0,0,6
0,0,14
0,0,14
0,0,14
0,0,14
0,0,20
0,0,17
0,0,17
0,0,17
0,0,20
0,0,20
0,0,20
0,0,4
0,0,4
212.05,55,4
0,0,6
34.4,0,6
0,0,13
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,13
0,0,13
0,0,13
71.76,2,9
0,0,9
1115.63,42,9
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,4
0,0,10
0,0,10
0,0,14
0,4,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
735.29,6,14
0,0,14
0,0,14
0,0,4
0,0,8
0,0,8
0,0,13
0,0,13
0,0,17
0,0,10
0,0,10
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,6
0,0,12
0,0,12
0,0,12
0,0,8
31.64,3,8
0,0,20
0,0,20
0,0,20
0,0,20
0,0,20
0,0,5
0,0,5
0,0,5
0,0,21
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,4
0,0,5
0,0,5
302.43,13,13
0,0,13
0,0,9
0,0,9
0,0,9
311.5,13,9
0,0,9
0,0,6
0,0,6
234.11,13,5
0,0,5
0,0,5
0,0,5
0,0,5
23.4,3,4
0,0,4
0,0,4
0,0,1
216.7,4,4
0,0,4
0,0,4
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,3
0,0,1
0,0,1
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,4
0,0,4
189.44,18,4
0,0,8
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,6
0,0,1
0,0,6
33.08,13,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,13
0,0,13
0,0,13
0,0,13
0,0,10
0,0,10
0,0,10
0,0,14
0,0,14
0,0,14
0,0,14
0,0,6
0,0,6
0,0,6
14.88,1,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,14
0,0,4
0,0,13
692.95,6,13
0,0,1
0,0,1
0,1,13
0,0,13
0,0,14
0,0,13
109.01,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
113.79,8,11
0,0,11
0,0,11
0,0,4
0,0,4
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,1
0,0,12
0,0,6
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
0,0,6
49.13,19,6
0,0,6
0,0,6
1811.74,19,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,13
