RR_FLAG,KHLX,KHZT,KHXB,CSRQ,XLBH,KHRQ,KHJB,KZ_KYZJ,KZ_ZQSZ,KZ_JJSZ,KZ_ZZC,KZ_YMZZC,KZ_FPS_KHSZ,KZ_TZZLX,KZ_YXZX,KZ_BNJYL,KZ_BNYJ,KZ_SYJYL,KZ_SYYJ,KZ_ZJJYSJ,KZ_01,KZ_PJZC_KHQ,KZ_YKJE_KHQ,KZ_ZJFL,KZ_ZZL,KZ_KHLY,KZ_KHJZ,KZ_KHHYD,KZ_KHNX,KZ_YJFL,KZ_ZCFL,KZ_YKFL,KZ_TZPHFL,KZ_KHFJ,KZ_KHNXFL,KZ_FXCSNL,KZ_PJZC_2,KZ_ZRZJ_2,KZ_ZCZJ_2,KZ_PJZC_6,KZ_YKJE_6,KZ_PJZC_BN,KZ_PJZC_SN,KZ_MRZQZE_6,KZ_MRQZZE_6,KZ_MRJJZE_6,KZ_YJ_6,KZ_JYL_6,KZ_MRZE_6,KZ_MRGPZE_6,KZ_YKL_6,KZ_SNYJ,KZ_ZRZJ_3,KZ_ZCZJ_3,KZ_ZRGP_3,KZ_ZCGP_3,KZ_QCZC_3,KZ_QMZC_3,KZ_YKL_3,KZ_BYJYL,KZ_BYYJ,KZ_FWFJ,KZ_KHSJLY,KZ_GTKHID,KZ_02,KZ_SJYJL_AG,KZ_PJZC_4,KZ_PJZC_1,KZ_YJ_12,KZ_JYYYKJE,KZ_BYYK,KZ_SYYK,KZ_BYYJ_A,KZ_SYYJ_A,KZ_BNYJ_A,KZ_BYJYL_A,KZ_SYJYL_A,KZ_BNJYL_A,KZ_SNJYL,KZ_DQBH,KZ_KHDJB,KZ_BZYJ,KZ_XEXMH,KZ_SFXXLS,KZ_SFYXLS,KZ_SFZCH,KZ_FWYJ,KZ_FWYJL,KZ_SFYXH,KZ_SFQY,KZ_ZZC_RMB,TRZKZJ,ZC3,JYJE3,YK6
0,1,0,0,42,0,7,23,624.8,193455.2,4263.4,198343.4,188060.19,0,0,7010,0,0,0,0,20130731,2,190435.43,9228.74,11,0,2,0.6576,0,7,1,15,5,1,4,4,1,193195.31,0.55,0,198580.17,-8742.46,190435.43,0,0,0,0,0,0,0,0,-0.04,26.84,0.55,0,0,0,0,198343.4,0.05,0,0,2,0,10500019922,2,0.8,192391.42,189796.39,12.25,8959.24,10283.21,-1323.97,0,0,0,0,0,0,35165,100,2,0,1,0,0,1,0,0,1,0,396062,0,2,1,1
0,1,0,0,54,0,13,23,89899.85,649788,0,739687.85,725155.85,0,0,7010,0,0,0,0,20130520,2,730057.39,-16608,14,0,2,0.5133,0,14,1,17,5,1,5,4,0,734372.43,78.59,0,757039.04,-31140,730057.39,0,0,0,0,0,0,0,0,-0.04,210,78.59,0,0,0,0,739687.85,-0.02,0,0,2,0,10500010504,2,0,741395.31,737343.34,203.28,14532,14532,0,0,0,0,0,0,0,82870.12,100,2,0,1,0,0,1,0,0,1,0,1389475.85,0,2,1,1
0,1,0,0,40,0,7,23,470.82,214709.14,0,215179.96,206582.18,0,0,7010,234462,90.25,0,0,20140108,2,245159.52,-29949.27,11,1,1,0.0836,0,7,1,16,5,1,4,4,2,219680.87,0.67,0,351748.35,-37660.38,245159.52,0,0,0,0,90.25,234462,0,0,-0.11,1063.24,0.67,237347,0,0,0,215179.96,-0.12,0,0,2,0,10500017198,1,0.5,302996.56,209281.29,120.25,-2694.05,8597.79,-11291.84,0,0,90.25,0,0,234462,7411500.25,100,2,8.00E-04,1,0,0,1,0,0,1,0,412983.53,0,1,1,0
1,1,0,1,73,3,4,21,278836.9,1091101.6,0,1973514.44,1936703.02,0,0,7010,189300,76.01,57180,23.47,20140314,2,1945399.3,-17356.18,16,0,2,0.6943,0,5,1,18,5,1,7,4,2,1944877.13,273.46,0,1924533.05,-62266.64,1945399.3,0,0,0,0,177.24,406530,330190,330190,-0.03,1344.07,134403.46,10000,0,0,0,1973514.44,-0.01,0,0,2,0,10500027295,1,0.5,1933684.41,1930475.83,458.74,55462.65,36811.42,18651.23,0,23.47,76.01,0,57180,189300,109545644.4,100,2,0.0016,1,0,0,1,0,0,1,1,3064616.04,0,1,0,1
0,1,0,0,46,0,14,23,999916.21,2124092.58,0,3124008.79,3255758.65,0,0,7010,6748299.6,2666.03,852357.02,328.06,20140325,2,3335493.37,105548.75,17,5,2,1.8753,0,15,4,19,1,1,4,4,0,3403097.66,292.05,248000,3328346,274925.23,3335493.37,0,0,0,0,6924.95,17571078.51,8081100.95,8081100.95,0.08,29811.56,292.05,248000,0,0,0,3124008.79,0.03,0,0,2,0,10500007632,2,0.5,3323405.87,3395507.16,20486.87,-132282.28,86250.14,-218532.42,0,328.06,2666.03,0,852357.02,6748299.6,59579283.86,100,2,5.00E-04,1,0,0,1,0,0,1,0,5248101.37,1,1,0,0
1,1,0,2,52,3,11,21,2463.85,289841,0,292304.85,291083.85,0,0,7010,99903,30.99,35682,11.06,20140303,2,277934.86,648.76,11,1,2,0.4438,0,12,1,16,5,1,5,4,2,280697.4,15005.04,0,338311.99,23058.14,277934.86,0,0,0,0,56.84,183203,33108,33108,0.07,223.24,15005.04,130000,0,0,0,292304.85,0,0,0,2,0,10500013139,2,0.4,311468.43,286647.24,137.82,10928.56,1221,9707.56,0,11.06,30.99,0,35682,99903,556239.46,100,2,4.00E-04,1,0,0,1,0,0,1,0,581145.85,0,1,0,1
0,1,0,0,39,0,5,0,398.91,101228,0,101626.91,99911.54,6030,0,7010,310317,477.84,159169,251.73,20140409,2,86113.61,6730.79,11,7,2,0.5033,0,6,1,14,5,1,3,4,2,90500.32,57503.1,42500,78995.23,4735.39,86113.61,0,0,0,0,824.71,562222,292877,292877,0.06,2446.96,57503.1,42500,0,0,0,101626.91,0.08,68511,109.69,3,0,10500026227,1,1.469,83567.89,96359.85,2769.7,10804.93,4215.37,6589.56,109.69,251.73,477.84,68511,159169,310317,1659750.3,100,0,0.0015,1,0,0,1,0,0,1,0,202854.91,1,1,0,1
0,1,0,1,49,0,6,23,20424.14,1481000,0,1501424.14,1421666.67,0,0,7010,1641057.54,476.82,537774.89,155.93,20140408,2,1521993.75,-192621.59,13,3,2,0.6805,0,7,1,18,5,1,4,4,5,1520772.85,184023.19,239700,1526598.39,-190752.78,1521993.75,0,0,0,0,1147.58,3956533.11,2002289.81,2002289.81,-0.12,4840.02,531323.19,293089,0,0,0,1501424.14,-0.13,69780.65,19.89,2,0,10500021566,1,0.4,1499800.55,1514986.32,3084.89,45590.74,62657.47,-17066.73,19.89,155.93,476.82,69780.65,537774.89,1641057.54,11753395.42,100,2,6.00E-04,1,0,0,1,0,0,1,0,2982424.14,1,1,0,1
0,1,0,2,33,1,7,23,714085.37,521729.3,27688.72,1263503.39,1238411.71,0,0,7010,341931,188.3,22764,22.45,20140331,2,1011068.81,36725.74,17,0,2,0.9493,0,7,1,18,4,1,3,4,2,1064925.52,300202,0,1236716.32,72854.56,1011068.81,0,0,0,0,241.32,432735,148128,147072,0.06,882.7,300298,0,0,0,0,1263503.39,0.04,0,0,2,0,10500018043,2,0.5,1128961.07,1124981.93,570.9,8273.73,25091.68,-16817.95,0,22.45,188.3,0,22764,341931,1640206.31,100,2,6.00E-04,1,0,0,1,0,0,1,0,1812921.41,0,2,0,1
0,1,0,0,57,0,6,23,2346.03,331632,0,333978.03,331440.03,0,0,7010,0,0,0,0,0,2,342251.37,43146,11,0,1,1.0048,0,7,1,16,4,1,5,4,0,365160.6,2.05,0,319644.08,41877,342251.37,0,0,0,0,0,0,0,0,0.13,0,2.05,0,0,0,0,333978.03,0.13,0,0,2,0,10500022069,2,0,329254.11,361660.04,0,-58797,2538,-61335,0,0,0,0,0,0,2009.25,100,2,0,1,0,0,1,0,0,1,0,665610.03,0,2,1,0
0,1,0,2,52,0,8,23,12071.83,112334,0,124405.83,121661.83,0,0,7010,12022.5,4.64,12022.5,4.64,20140328,2,124423.24,5204.46,12,0,2,0.8231,0,9,1,15,5,1,5,4,1,127029.1,0.52,1000,121927.82,12870.96,124423.24,0,0,0,0,4.64,12022.5,0,0,0.11,0,0.52,1000,0,0,0,124405.83,0.04,0,0,2,0,10500016000,2,0.5,123485.74,125910.16,4.64,-536.04,2744,-3280.04,0,4.64,4.64,0,12022.5,12022.5,796.1,100,2,0.001,1,0,0,1,0,0,1,1,236739.83,1,1,0,0
0,1,0,2,51,0,9,23,2633.11,272225.88,87987.67,362846.66,354192.56,0,0,7010,1.00E+06,94.9,0,0,20140225,2,354807.48,7755.28,11,6,2,0.9397,0,9,1,16,4,1,5,4,1,357995.43,801501.95,600060,308671.15,2071.38,354807.48,0,0,0,0,163.45,1773000,0,0,0.01,116.65,1202462.56,1000095,0,0,0,362846.66,0.02,0,0,2,0,10500015369,2,1.5,331379.19,356798.01,211.25,6525.77,8654.1,-2128.33,0,0,94.9,0,0,1.00E+06,2779460.96,100,2,0,1,0,0,1,0,0,1,0,723060.21,1,1,1,1
0,1,0,1,55,0,14,23,8830.03,202860,0,211690.03,212698.03,0,0,7010,0,0,0,0,0,2,197241.25,504,12,0,2,0.976,0,15,1,15,5,1,5,4,2,197619.71,7.72,0,212865.24,-27216,197241.25,0,0,0,0,0,0,0,0,-0.13,0,7.72,0,0,0,0,211690.03,0,0,0,2,0,10500007684,2,0,202504.8,202623.65,0,33516,-1008,34524,0,0,0,0,0,0,4309.2,100,2,0,1,0,0,1,0,0,1,0,414550.03,0,2,1,1
0,1,0,0,46,0,6,23,614.19,309839,0,310453.19,301167.19,0,0,7010,80216,70.99,80216,70.99,20140313,2,257502.09,-6773.22,11,0,2,1.5253,0,7,1,16,2,1,4,4,2,266438.86,80011.85,20000,257389.6,12852.78,257502.09,0,0,0,0,70.99,80216,80216,80216,0.05,0,80011.85,20000,0,0,0,310453.19,-0.03,0,0,2,0,10500021006,2,1,257578.34,281771.77,70.99,3020.28,9286,-6265.72,0,70.99,70.99,0,80216,80216,1440.67,100,2,0,1,0,0,1,0,0,1,0,620292.19,1,1,0,1
0,1,0,1,66,0,6,23,16366.01,659191.93,426408.76,1101966.7,1062736.64,0,0,7010,0,0,0,0,20120420,2,1103055.1,-42439.84,12,0,2,0.7974,0,7,1,18,4,1,6,4,4,1098657.48,13.94,0,1131376.69,-90921.64,1103055.1,0,0,0,0,0,0,0,0,-0.08,0,1145.94,0,0,0,0,1101966.7,-0.04,0,0,2,0,10500021219,2,2.8,1113724.77,1078868.86,980.88,12292.46,39230.06,-26937.6,0,0,0,0,0,0,9570.25,100,2,0.0015,1,0,0,1,0,0,1,0,2187567.39,0,2,1,1
1,1,0,1,44,3,14,21,148269.93,581600,0,729869.93,716932.19,0,0,7010,2940193,1196.52,1806571,741.4,20140408,2,709008.77,96782.75,15,8,2,1.0248,0,14,1,17,5,1,4,4,2,729911.18,43.83,30000,674952.72,87635.94,709008.77,0,0,0,0,2134.81,5251915,2699701,2699701,0.13,2478.77,43.83,50000,0,0,0,729869.93,0.14,215500,82.92,2,0,10500009547,1,0.5,677497.4,732689.25,2927.64,71247.57,12937.74,58309.83,82.92,741.4,1196.52,215500,1806571,2940193,4959297.5,100,2,6.00E-04,1,0,0,1,0,0,1,0,1311469.93,1,1,0,1
0,1,0,2,31,3,4,22,61.18,224487,0,224548.18,209935.18,0,0,7010,0,0,0,0,20130613,1,219921.2,10296,11,0,2,1.315,0,5,1,15,5,1,3,4,1,198751.89,29.88,0,262197.81,-6174,219921.2,0,0,0,0,0,0,0,0,-0.02,856.44,29.88,80800,0,0,0,224548.18,0.05,0,0,2,0,10500027438,1,0.5,239599.18,202922.79,47.31,46503,14613,31890,0,0,0,0,0,0,1676963.3,100,2,8.00E-04,1,0,0,1,0,0,1,0,449035.18,0,1,1,1
0,1,0,2,51,0,15,23,1019.36,277227,0,278246.36,279928.36,0,0,7260,585096,1113.72,69306,133.79,20140306,2,304181.59,-13417.24,11,7,2,0.4462,0,15,1,16,5,1,5,4,0,313917.81,98.58,50000,333662.64,-54412.01,304181.59,0,0,0,0,4301.3,2257973,1243144,1243144,-0.16,5099.43,200098.58,59000,0,0,0,278246.36,-0.04,0,0,2,0,4.20E+11,1,2,306555.37,290062.84,5491.59,-3340.71,-1682,-1658.71,0,133.79,1113.72,0,69306,585096,2558489,4200,2,0.002,1,0,0,1,0,0,1,0,555473.36,1,1,0,0
0,1,0,0,46,0,5,23,28245.71,457945,0,486190.71,480430.71,0,0,7010,353070,135.9,54500,20.98,20140324,2,335798.55,-21068.8,13,1,2,0.6434,0,6,1,16,5,1,4,4,5,416117.87,337010.03,10000,263765.16,-34508.8,335798.55,0,0,0,0,135.9,353070,325820,325820,-0.13,0,337010.03,10000,0,0,0,486190.71,-0.06,0,0,2,0,10500026586,2,0.5,296897.16,470181.69,135.9,3785.49,5760,-1974.51,0,20.98,135.9,0,54500,353070,9120,100,2,0,1,0,0,1,0,0,1,0,944135.71,1,1,0,1
1,1,0,2,52,3,14,21,243587.58,0,243586.59,243587.58,243391.27,0,0,7010,460820,182.39,0,0,20140403,2,232572.42,27842.75,16,7,2,0.069,0,14,1,16,5,1,5,4,2,240936.01,201155.34,199801,222302.13,29323.7,232572.42,0,0,0,0,378.94,1533250,425840,425840,0.13,953.27,914908.62,713410.11,0,0,0,243587.58,0.12,123520,47.52,2,0,10500008630,1,0.5,227589.36,242677.4,712.12,196.31,196.31,0,47.52,0,182.39,123520,0,460820,4245421.88,100,2,0.001,1,0,0,1,0,0,1,0,487174.17,1,1,1,1
0,1,0,0,35,0,6,23,82.34,10759,123762.99,216627.93,212218.05,82000,0,7010,1026632,111.66,334150,38.37,20140409,2,225426.95,-13247.95,11,9,2,0.1982,0,6,2,16,5,99,3,4,2,222638.58,766677.66,771031,228130.07,-22244.7,225426.95,0,0,0,0,195.28,1988702,10150,0,-0.1,4468.06,996918.14,1002046.4,0,0,0,216627.93,-0.06,82000,2.36,2,0,10500024965,1,2.799,226006.11,217398.36,3284.41,-4899.56,4388.74,-9288.3,2.36,38.37,111.66,82000,334150,1026632,16601017.98,100,2,0.0028,1,0,0,1,0,0,1,0,351149.92,1,1,0,0
0,1,0,0,49,0,6,23,6136.99,194395,0,200531.99,188576.99,0,0,7010,0,0,0,0,20121219,2,189380.37,11270,12,0,2,0.8041,0,7,1,15,5,1,4,4,1,192289.18,5.37,0,198632.3,-27275,189380.37,0,0,0,0,0,0,0,0,-0.14,0,5.37,0,0,0,0,200531.99,0.06,0,0,2,0,10500022647,2,1.472,191701.78,189624.77,4.96,10445,11955,-1510,0,0,0,0,0,0,5909,100,2,0.0015,1,0,0,1,0,0,1,0,394926.99,0,2,1,1
0,1,0,2,32,4,7,23,65333.11,408025.46,0,473358.57,452481.1,0,0,7010,0,0,0,0,20101117,2,467076.99,-12063.71,14,0,0,0.6958,0,8,1,16,5,1,3,4,2,467904.62,56.37,0,470863.81,-8842.18,467076.99,0,0,0,0,0,0,0,0,-0.02,0,2456.37,0,0,0,0,473358.57,-0.03,0,0,2,0,10500016921,2,0.6,470198.91,460185.28,0,13971.56,20877.47,-6905.91,0,0,0,0,0,0,3327.74,100,2,7.00E-04,1,0,0,1,0,0,1,0,881384.03,0,2,1,1
1,1,0,2,49,0,6,21,731005.89,954816.46,0,1685822.35,1653727.65,0,0,7010,0,0,0,0,20120618,2,1679816.44,19557.98,17,0,2,0.8267,0,7,1,18,5,1,4,4,2,1688846.8,639.07,0,1676177.01,1423.16,1679816.44,0,0,0,0,0,0,0,0,0,0,639.07,0,0,0,0,1685822.35,0.01,0,0,2,0,10500020922,2,2,1676596.41,1676014.84,1.22,-10666.08,32094.7,-42760.78,0,0,0,0,0,0,25383.33,100,2,0,1,0,0,1,0,0,1,1,2640638.81,0,2,1,0
0,1,0,0,51,0,9,23,49.74,0,300269.52,300319.26,298941.8,0,0,7010,14378.52,4.8,0,0,20140220,2,310048.35,7279.12,11,0,2,1.1418,0,10,1,16,4,1,5,4,1,304304.91,28509.25,57313.66,317324.49,783.78,310048.35,0,0,0,0,4.8,14378.52,0,0,0,0,28831.37,57313.66,0,0,0,300319.26,0.02,0,0,2,0,10500014515,2,0,313109.67,299378.23,4.8,560.97,1377.46,-816.49,0,0,0,0,0,0,16759.43,100,2,0,1,0,0,1,0,0,1,0,600588.78,1,1,1,1
1,1,0,2,67,3,7,23,0.21,150366.8,59975.07,210342.08,202693.01,0,0,7010,46217.2,42.06,0,0,20140213,2,220993.49,4552.1,11,0,1,0.9604,0,7,1,16,5,1,6,4,2,210150.33,0.21,46524.49,241182.17,-11547.26,220993.49,0,0,0,0,42.06,46217.2,0,0,-0.05,0,0.21,46524.49,0,0,0,210342.08,0.02,0,0,2,0,10500019055,2,1,230877.37,204385.29,42.06,8992.1,7649.07,1343.03,0,0,42.06,0,0,46217.2,46838.67,100,2,0,1,0,0,1,0,0,1,0,420683.95,1,1,1,1
0,1,0,1,71,3,8,23,3.26,308624.55,0,308627.81,308259.42,0,0,7010,0,0,0,0,0,2,305500.81,7052.22,11,0,2,0.9656,0,9,1,16,4,1,7,4,1,306357.77,0,0,304141.18,4817.92,305500.81,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,308627.81,0.02,0,0,2,0,10500015742,2,0,304338.66,307108.18,0,3137.26,368.39,2768.87,0,0,0,0,0,0,17928,100,2,0,1,0,0,1,0,0,1,1,617252.36,0,0,1,1
0,1,0,0,44,0,13,22,33209.8,357194.31,0,1590514.19,1569997.76,1326860,0,7010,65454342.07,5188.82,26229441.79,1662.91,20140409,2,1555992.97,107598.34,13,87,2,1.5706,0,14,4,18,5,1,4,4,1,1578950.21,47120678.46,47220472,1562760.19,157871.21,1555992.97,0,0,0,0,9995.45,136055215.1,7298027.61,7298027.61,0.1,31122.97,57501872.03,57723576.79,0,0,0,1590514.19,0.07,6726860,139.67,2,0,10500011529,1,0.7,1548747.6,1578915.79,19812.24,9128.36,19866.06,-10737.7,139.67,1662.91,5188.82,6726860,26229441.79,65454342.07,652043324.6,100,2,7.00E-04,1,0,0,1,0,0,1,0,1947708.5,1,1,0,1
0,1,0,1,44,7,13,23,44692.69,110161,0,254904.75,251150.28,0,0,7010,2734955,78.65,864000,21,20140408,2,249141.25,6282.35,13,23,2,2.069,0,13,1,16,1,1,4,4,2,252073.06,2023900.94,1980048.44,249850.25,4591.63,249141.25,0,0,0,0,185.49,5865335,10980,10980,0.02,203.69,2764186.92,2723064.54,0,0,0,254904.75,0.03,244000,9.22,2,0,10500012138,2,1.48,249533.59,252218.12,273.75,5385,3640,1745,9.22,21,78.65,244000,864000,2734955,18678900.75,100,2,0.002,1,0,0,1,0,0,1,0,365065.75,1,1,0,1
0,1,0,1,36,3,10,23,141125.41,278119.6,0,419245.01,407445.69,12470,0,7010,401553,200.95,141820,72.37,20140409,2,380249,45503.96,15,2,2,0.7261,0,10,1,16,5,1,3,4,2,411936.35,80089.92,0,363904.41,12943.07,380249,0,0,0,0,324.33,654883,325083,325083,0.04,1148.76,80089.92,0,0,0,0,419245.01,0.12,12470,6.36,2,0,10500013749,2,0.6,358630.61,413412.13,976.71,940.36,11799.32,-10858.96,6.36,72.37,200.95,12470,141820,401553,2373028.73,100,2,0.0014,1,0,0,1,0,0,1,0,697364.61,0,2,0,1
0,1,0,1,36,2,4,23,2012.78,2351266.68,0,2353279.46,2307222.66,0,0,7010,229374.3,279.96,0,0,20140114,2,2300829.13,-137303.17,11,0,2,1.2047,0,5,1,19,3,1,3,4,2,2275812.84,6.74,0,2336804.96,106523.27,2300829.13,0,0,0,0,651.24,1070751.42,576675.55,576675.55,0.05,1093.64,6.74,0,0,0,0,2353279.46,-0.06,0,0,2,0,10500028466,2,0.5,2341220.95,2253853.88,1132.98,142837.69,46056.8,96780.89,0,0,0,0,0,0,1964189.59,100,2,5.00E-04,1,0,0,1,0,0,1,0,4336412.64,0,2,1,1
0,1,0,1,51,0,17,23,487.97,308586,0,409124.53,410287.69,0,0,7010,3019878,373.2,1813474,260.16,20140408,2,378534.1,75009.82,11,15,2,1.4986,0,18,1,16,2,1,5,4,1,396043.33,2313618.95,2375038.95,364911.96,70988.17,378534.1,0,0,0,0,548.9,5366029,295795,295795,0.19,773.12,2513727.85,2575045.45,0,0,0,409124.53,0.2,2.00E+05,8,2,0,10500000163,2,0.8,370351.15,404063.16,897.44,31179.09,10732,20447.09,8,260.16,373.2,2.00E+05,1813474,3019878,5243214.17,100,2,8.00E-04,1,0,0,1,0,0,1,0,717710.53,1,1,0,1
0,1,0,0,34,0,7,23,59.42,132366,0,132425.42,121713.84,0,0,7010,47504,67.59,16756,25.61,20140401,2,111460.73,7794.88,11,1,2,0.5225,0,7,1,15,5,1,3,4,5,119281.84,26500.75,0,106699.63,14718.28,111460.73,0,0,0,0,109.05,75395,54126,54126,0.14,157.26,26500.75,0,0,0,0,132425.42,0.07,5070,6.84,3,0,10500018012,1,1.464,109467.9,123888.28,158.25,-3462.09,5711.58,-9173.67,6.84,25.61,67.59,5070,16756,47504,105241.75,100,2,0.0015,1,0,0,1,0,0,1,0,264791.42,0,2,0,0
0,1,0,2,59,0,10,23,66122.13,554440,0,620562.13,601819.74,0,0,7010,818454.27,1133.9,262420,362.35,20140408,2,584695.8,17618.56,14,5,2,0.7491,0,11,2,17,4,1,5,4,5,588952.44,40019.09,40000,598736.5,-10798.98,584695.8,0,0,0,0,3852.14,2795406.54,1383451.03,1383451.03,-0.02,8935.11,64019.09,94914,0,0,0,620562.13,0.03,69500,95.96,2,0,10500013567,1,1.47,593829.04,590719.13,6710.02,7668.89,18742.39,-11073.5,95.96,362.35,1133.9,69500,262420,818454.27,6080298.43,100,2,0.0028,1,0,0,1,0,0,1,0,1175002.13,1,1,0,1
1,1,0,2,60,3,12,21,46086.68,58476,645510.29,1052812.71,1047271.72,205530,0,7010,13021805.67,1246.13,2312420,58.9,20140409,2,1000878.36,-102128.65,13,32,2,1.00E-04,0,12,1,18,5,1,6,4,2,1006399.64,9577053.07,9315099.15,995670.71,-201974.44,1000878.36,0,0,0,0,4805.51,32237892.97,1003708.3,1003708.3,-0.2,6968.34,13117750.86,12854162.68,0,0,0,1052812.71,-0.1,638660,78.87,2,0,10500012946,2,2,998696.12,1002773.55,6071.58,84935.88,5488.52,79447.36,0,0,0,0,0,0,110512430.7,100,2,0.0022,1,0,0,1,30.43,0,1,1,1756799,1,1,0,1
0,1,0,0,77,0,7,22,2825.5,702512,0,705337.5,674793.5,0,0,7010,0,0,0,0,20131108,2,701642.07,-62416,11,4,2,1.6292,0,7,2,17,4,1,7,4,1,704100.49,2.47,0,741947.95,52869.68,701642.07,0,0,0,0,4399.54,3242847,1618038,1618038,0.07,12278,2.47,0,0,0,0,705337.5,-0.09,0,0,2,0,10500017419,1,1.464,722590.03,692302.24,7283.07,14608,30544,-15936,0,0,0,0,0,0,8373244.75,100,2,0.0015,1,0,0,1,0,0,1,0,1407849.5,0,2,1,1
0,1,0,0,52,0,6,23,911.64,132255,0,133166.64,128805.64,0,0,7010,0,0,0,0,20131008,2,134759.7,9729,11,1,2,0.7749,0,6,1,15,5,1,5,4,2,138356.03,0.8,0,129911.55,4047.66,134759.7,0,0,0,0,156.03,115672,115672,115672,0.03,388.47,0.8,0,0,0,0,133166.64,0.07,0,0,3,0,10500024503,2,1.464,131385.06,136696.92,316.85,-11795,4361,-16156,0,0,0,0,0,0,264784.85,100,2,0.0015,1,0,0,1,0,0,1,0,265421.64,0,2,1,0
0,1,0,0,47,0,9,23,839.12,30439.2,40432.81,292785.26,291062.1,0,0,7010,10111007.2,441.49,3073000,42.59,20140408,2,292536.48,1334.86,11,53,2,0.9353,0,9,1,16,4,1,4,4,4,293921.7,7711039,7711094.58,291854.32,-7257.1,292536.48,0,0,0,0,497.5,15495007.2,0,0,-0.02,73.95,9871617.98,9991121.38,0,0,0,292785.26,0,1105000,14.66,2,0,10500015618,2,2.8,291580.4,292671.07,509.04,-718.96,1570.43,-2289.39,14.66,42.59,441.49,1105000,3073000,10111007.2,12935387.15,100,2,0,1,0,0,1,0,0,1,0,363657.27,1,1,0,0
0,1,0,1,36,2,7,23,102785.74,84416,102738.64,187201.74,183163.24,0,0,7010,304533,56.77,39280,21.37,20140325,1,231188.14,-7238.47,15,5,2,0.2791,0,7,1,16,5,1,3,4,2,201603.44,372038.3,271061.23,230130.37,368.49,231188.14,0,0,0,0,441.57,1253609.2,449361.2,449361.2,0,1693.38,1945630.11,1844334,0,0,0,187201.74,-0.03,0,0,3,0,10500017372,1,0.5,233363.69,189895.95,1350.91,-8071.48,4038.5,-12109.98,0,21.37,56.77,0,39280,304533,3678111.71,100,2,0.0015,1,0,0,1,0,0,1,0,374356.38,1,1,0,0
0,1,0,1,35,0,7,23,565160.68,0,0,565160.68,565160.68,0,0,7010,164020,221.25,0,0,20140214,1,465005.56,3655.87,17,0,2,1.0559,0,7,1,17,4,1,3,4,2,564561.92,300352.76,0,343450.56,3655.87,465005.56,0,0,0,0,221.25,164020,80020,80020,0.01,127.11,300352.76,0,0,0,0,565160.68,0.01,0,0,2,0,10500019729,2,1.464,412828.39,564990.83,221.25,0,0,0,0,0,221.25,0,0,164020,86536,100,2,0.0015,1,0,0,1,0,0,1,0,565160.68,0,2,1,2
1,1,0,1,57,3,14,21,162.23,3384228.54,1494.31,3385885.09,3291577.43,364013,0,7010,10032679.23,6440.4,4384462.09,2909.65,20140409,2,3263252.08,38008.88,11,5,2,0.749,0,15,3,19,5,1,5,4,5,3281787.39,345.14,1509,3342759.69,30083.44,3263252.08,0,0,0,0,11120.98,17255609.08,8458792.17,8458792.17,0.01,15918.9,345.14,1509,0,0,0,3385885.09,0.01,2295631.51,1461.2,2,0,10500007295,1,0.7,3304467.94,3266763.64,15975.26,126982.07,94307.66,32674.41,1356.85,2662.52,6059.28,2254229,4288749.22,9883803.82,21186887.47,100,2,7.00E-04,1,0,0,1,0,0,1,0,6502804.22,1,1,0,1
0,1,0,2,40,3,7,23,10684.32,78607.4,359689.32,448981.04,442096.63,0,0,7010,463123,222.66,184465,87.44,20140408,2,418589.96,18644.13,12,2,2,0.7424,0,8,1,16,5,1,4,4,2,441226.99,158777.38,137673.12,387965.53,21860.33,418589.96,0,0,0,16864,321.13,795340,237032,220168,0.06,959.14,299779.11,219975.32,0,0,0,448981.04,0.04,18052,11.78,3,0,10500016912,2,0.75,401359.74,443970.42,790.44,8048.79,6884.41,1164.38,11.78,87.44,222.66,18052,184465,463123,5350730.04,100,2,0.0015,1,0,0,1,0,0,1,1,887277.76,1,1,0,1
0,1,0,0,51,0,10,23,93728.52,737766.8,0,831495.32,788720.12,0,0,7010,0,0,0,0,0,2,829432.15,-98623.2,14,0,2,0.8859,0,11,1,17,5,1,5,4,0,809834.77,81.94,0,865314.62,-74822,829432.15,0,0,0,0,0,0,0,0,-0.09,0,81.94,0,0,0,0,831495.32,-0.12,0,0,2,0,10500013546,2,0,854936.22,791539.97,0,21409.2,42775.2,-21366,0,0,0,0,0,0,18160.2,100,2,0,1,0,0,1,0,0,1,0,1569262.12,0,2,1,1
0,1,0,1,46,0,13,23,41.59,106626.8,0,106668.39,109918.86,0,0,7010,191411,92.42,5886,9.47,20140404,2,127448.83,-8523.58,11,4,2,0.5032,0,14,1,15,5,1,4,4,2,121996.19,0.1,23270,148455.59,-33378.72,127448.83,0,0,0,0,307.04,667028.71,340584.71,340584.71,-0.22,1735.82,0.1,32170,0,0,0,106668.39,-0.07,7245,4.35,2,0,10500011524,2,0.5,136743.66,113872.45,736.64,650.28,7779.53,-7129.25,4.35,9.47,92.42,7245,5886,191411,3218594.46,100,2,0.0012,1,0,0,1,0,0,1,0,213295.19,1,1,1,1
