RR_FLAG,KHLX,KHZT,KHXB,CSRQ,XLBH,KHRQ,KHJB,KZ_KYZJ,KZ_ZQSZ,KZ_JJSZ,KZ_ZZC,KZ_YMZZC,KZ_FPS_KHSZ,KZ_TZZLX,KZ_YXZX,KZ_BNJYL,KZ_BNYJ,KZ_SYJYL,KZ_SYYJ,KZ_ZJJYSJ,KZ_01,KZ_PJZC_KHQ,KZ_YKJE_KHQ,KZ_ZJFL,KZ_ZZL,KZ_KHLY,KZ_KHJZ,KZ_KHHYD,KZ_KHNX,KZ_YJFL,KZ_ZCFL,KZ_YKFL,KZ_TZPHFL,KZ_KHFJ,KZ_KHNXFL,KZ_FXCSNL,KZ_PJZC_2,KZ_ZRZJ_2,KZ_ZCZJ_2,KZ_PJZC_6,KZ_YKJE_6,KZ_PJZC_BN,KZ_PJZC_SN,KZ_MRZQZE_6,KZ_MRQZZE_6,KZ_MRJJZE_6,KZ_YJ_6,KZ_JYL_6,KZ_MRZE_6,KZ_MRGPZE_6,KZ_YKL_6,KZ_SNYJ,KZ_ZRZJ_3,KZ_ZCZJ_3,KZ_ZRGP_3,KZ_ZCGP_3,KZ_QCZC_3,KZ_QMZC_3,KZ_YKL_3,KZ_BYJYL,KZ_BYYJ,KZ_FWFJ,KZ_KHSJLY,KZ_GTKHID,KZ_02,KZ_SJYJL_AG,KZ_PJZC_4,KZ_PJZC_1,KZ_YJ_12,KZ_JYYYKJE,KZ_BYYK,KZ_SYYK,KZ_BYYJ_A,KZ_SYYJ_A,KZ_BNYJ_A,KZ_BYJYL_A,KZ_SYJYL_A,KZ_BNJYL_A,KZ_SNJYL,KZ_DQBH,KZ_KHDJB,KZ_BZYJ,KZ_XEXMH,KZ_SFXXLS,KZ_SFYXLS,KZ_SFZCH,KZ_FWYJ,KZ_FWYJL,KZ_SFYXH,KZ_SFQY,KZ_ZZC_RMB,TRZKZJ,ZC3,JYJE3,YK6
0,1,0,1,42,2,4,23,3383.38,232718,0,236101.38,233400.38,0,0,7010,247000,101.38,0,0,20140108,2,276781.54,4383.3,11,2,2,0.7215,0,5,1,16,5,1,4,4,1,233268.23,39.85,130000,276946.66,5100.26,276781.54,0,0,0,0,198.41,488075,297875,297875,0.02,247.85,39.85,130000,0,0,0,236101.38,0.02,0,0,3,0,10500028082,1,0.5,299298.73,232105.3,305.25,4316,2701,1615,0,0,101.38,0,0,247000,451790.75,100,2,6.00E-04,1,0,0,1,0,0,1,0,468819.38,1,1,1,1
0,1,0,0,47,0,13,23,434.95,242722,0,243156.95,231538.95,0,0,7010,0,0,0,0,20131011,2,239069.75,13188,11,0,2,0.575,0,14,1,16,5,1,4,4,2,241827.67,0.38,0,237502.68,-7923,239069.75,0,0,0,0,4.81,1664,1664,1664,-0.03,5,0.38,0,0,0,0,243156.95,0.06,0,0,2,0,10500010906,1,1.5,236726.8,238737.51,4.81,-3768,11618,-15386,0,0,0,0,0,0,3146,100,2,0.0016,1,0,0,1,0,0,1,0,485878.95,0,2,1,0
0,1,0,0,40,0,12,23,68791.07,611843.48,0,680634.55,656077.12,0,0,7010,0,0,0,0,20090805,1,645645.23,15088.7,14,0,2,1.097,0,13,1,17,5,1,4,4,0,651750.33,60.14,0,685215.09,-100215.98,645645.23,0,0,0,0,0,0,0,0,-0.15,0,60.14,0,0,0,0,680634.55,0.02,0,0,2,0,10500012804,2,1.5,657699.64,650442.57,0,36333.34,24557.43,11775.91,0,0,0,0,0,0,23775.46,100,2,0,1,0,0,1,0,0,1,0,1292478.03,0,2,1,1
1,1,0,2,62,0,7,21,3.4,0,95917.57,154140.87,151603.27,0,0,7010,0,0,0,0,0,2,155413.05,-3958.57,11,0,1,0.94,0,7,1,15,3,1,6,4,2,157237.89,2.16,0,135302.5,-5629.9,155413.05,0,0,0,0,0,0,0,0,-0.04,0,44002.16,340,0,0,0,154140.87,-0.03,0,0,3,0,10500017454,2,0,144751.08,155149.35,0,-3131.59,2537.6,-5669.19,0,0,0,0,0,0,682.73,100,2,0,1,0,0,1,0,0,1,0,250058.44,0,1,1,0
0,1,0,0,32,0,7,22,1889.13,208945,0,210834.13,211704.13,0,0,7010,72344,99.89,72344,99.89,20140331,2,156784.31,14256.55,11,3,2,0.003,0,8,3,15,5,1,3,4,2,166491.11,60001.1,11000,153844.78,22213.07,156784.31,0,0,0,0,742.64,532742,326973,326973,0.14,8870.57,60001.1,11000,0,0,0,210834.13,0.09,0,0,3,0,10500016871,2,1.47,156009.92,182775.19,6038.89,28632.55,10130,18502.55,0,99.89,99.89,0,72344,72344,6010209.08,100,2,0.0015,1,0,0,1,0,0,1,0,419779.13,1,1,0,1
0,1,0,2,64,0,14,23,66539.12,124627,0,191166.12,185897.67,0,0,7260,120220.4,226.61,54420.4,102.57,20140404,2,185097.15,12194.66,14,2,2,1.1342,0,15,1,15,4,1,6,4,4,186532.55,54.36,0,177437.22,30946.98,185097.15,0,0,0,0,621.97,329855.4,142965,142965,0.17,567.75,54.36,0,0,0,0,191166.12,0.07,65800,124.04,2,0,4.20E+11,2,2,183372.21,186690.93,761.91,7289.9,5268.45,2021.45,124.04,102.57,226.61,65800,54420.4,120220.4,287004.73,4200,2,0.002,1,0,0,1,0,0,1,1,315793.12,0,2,1,1
1,1,0,2,51,0,7,21,172.78,1539956,0,1540128.78,1455563.71,0,0,7010,497908.2,397.81,262893,205,20140403,2,1522153.31,383430.44,11,0,2,1.3788,0,8,1,18,3,1,5,4,2,1623573.38,66403.32,102411.74,1375911.09,226679.53,1522153.31,0,0,0,0,411.47,509528.2,238164,238164,0.16,1395.85,483578.32,508291.69,0,0,0,1540128.78,0.25,32203.2,26.27,2,0,10500016733,2,0.5,1434653.76,1649642.21,1196.95,-31461.32,84565.07,-116026.39,26.27,205,397.81,32203.2,262893,497908.2,1792185,100,2,0.001,1,0,0,1,0,0,1,0,3080084.78,1,1,0,0
0,1,0,0,43,0,14,23,1208.72,409990.5,0,411199.22,399725.22,0,0,7010,0,0,0,0,20131016,2,418739.81,-15581,11,0,2,0.6177,0,14,1,16,5,1,4,4,2,422037.54,1.06,0,431680.05,-57267.22,418739.81,0,0,0,0,204.6,151678,75523,75523,-0.13,686.73,1.06,0,0,0,0,411199.22,-0.04,0,0,2,0,10500009783,2,1.464,423914.72,412824.77,621.88,-20390,11474,-31864,0,0,0,0,0,0,469614.55,100,2,0.0015,1,0,0,1,0,0,1,0,821189.72,0,2,1,0
0,1,0,1,41,4,13,22,4991.29,408462,0,413453.29,403642.29,0,0,7010,1459279.23,3947.65,75500,203.46,20140314,1,358301.95,5446.24,11,11,2,1.3257,0,13,3,16,3,1,4,4,5,368461.3,80023.23,0,337615.96,10299.53,358301.95,0,0,0,0,10452.54,3867176.23,1967540.23,1967540.23,0.03,18624.6,80023.23,0,0,0,0,413453.29,0.02,0,0,2,0,10100004813,2,0,355757.7,385191.9,17693.11,11234.84,9811,1423.84,0,0,0,0,0,0,6627963.22,100,2,0,1,0,0,1,0,0,1,0,821915.29,0,2,0,1
0,1,0,1,46,3,15,23,133.19,1183704,0,1183837.19,1020250.19,0,0,7010,205025,291.24,0,0,20140220,2,956679.93,289200.62,11,0,2,1.0303,0,16,1,18,5,1,4,4,2,1037527.29,8.38,0,900025.31,202330.96,956679.93,0,0,0,0,319.56,225330,172620,172620,0.22,0,100008.38,0,0,0,0,1183837.19,0.3,0,0,2,0,10100000150,2,1.51,920945.89,1061620.82,993.11,57009,163587,-106578,0,0,291.24,0,0,205025,0,100,2,0,1,0,0,1,0,0,1,0,2367541.19,0,2,1,1
1,1,0,1,67,0,13,23,1285.79,1058191.9,0,1059477.69,1023676.07,0,0,7190,60139,23.93,0,0,20140224,2,1092201.07,-27958.08,11,0,2,0.6213,0,13,2,18,5,1,6,4,2,1091447.87,10.86,30000,1142173.88,-212774.62,1092201.07,0,0,0,0,37.18,92437,26418,26418,-0.19,3959.11,10.86,30000,0,0,0,1059477.69,-0.03,0,0,2,0,2.30E+11,2,0.5,1112513.38,1060531.9,2040.55,-27733.22,35801.62,-63534.84,0,0,23.93,0,0,60139,7629677.09,2300,2,5.00E-04,1,0,0,1,0,0,1,0,2105735.59,1,1,1,0
1,1,0,2,53,3,14,21,141311.44,247419.74,0,388731.18,381421.57,0,0,7010,358621.2,233.69,85249.25,53.48,20140321,2,377606.81,16513.37,15,1,2,1.0018,0,15,1,16,4,1,5,4,2,384528.65,126.24,0,375442.84,15244.36,377606.81,0,0,0,0,233.69,358621.2,164314,164314,0.04,140.31,126.24,0,0,0,0,388731.18,0.04,0,0,2,0,10100001694,2,0.5,377123.58,384239.31,363.78,7554.71,7281.11,273.6,0,53.48,233.69,0,85249.25,358621.2,93132.18,100,2,0.0015,1,0,0,1,0,0,1,0,636150.92,0,2,0,1
0,1,0,1,41,0,13,23,3.95,172813.6,0,172817.55,165381.95,0,0,7010,12130,8.91,0,0,20140108,2,156140.63,9140,11,0,2,0.8902,0,14,1,15,4,1,4,4,1,159293.81,0.2,0,151685.37,-1716.7,156140.63,0,0,0,0,13.62,18750,18750,18750,-0.01,269.48,12600.2,530,0,0,0,172817.55,0.06,0,0,2,0,10100003661,2,0.801,153705.47,163606.05,13.62,20768.4,7435.6,13332.8,0,0,8.91,0,0,12130,326321,100,2,8.00E-04,1,0,0,1,0,0,1,0,345631.15,0,1,1,1
0,1,0,2,43,0,15,23,337.37,414745,0,415082.37,400594.77,0,0,7260,0,0,0,0,20130904,2,416399.34,-8380.05,11,0,2,0.6578,0,16,1,16,5,1,4,4,0,416529.24,0.29,0,427982.78,-47774,416399.34,0,0,0,0,0,0,0,0,-0.11,35.35,0.29,0,0,0,0,415082.37,-0.02,0,0,2,0,4.20E+11,2,0,422524.29,407943.95,29.1,-1060.05,14487.6,-15547.65,0,0,0,0,0,0,16285.66,4200,2,0.0023,1,0,0,1,0,0,1,0,829827.37,0,2,1,0
0,1,0,2,49,3,19,23,305.16,233871,0,234176.16,220382.16,0,0,7180,0,0,0,0,20131223,1,233259.62,-32604,11,7,2,1.0569,0,20,1,16,5,1,4,4,2,226601.69,2.77,0,239907.91,-2058.88,233259.62,0,0,0,0,1962.12,1776602,935904,935904,-0.01,3037.12,2.77,0,0,0,0,234176.16,-0.14,0,0,2,0,3.11E+11,2,1.2,240808.6,220736.9,2400.44,7524,13794,-6270,0,0,0,0,0,0,2534205.02,3100,2,0,1,0,0,1,0,0,1,0,468047.16,0,2,1,1
0,1,0,1,39,0,14,0,23.14,69208,0,172980.89,169209.69,0,0,7010,0,0,0,0,20121016,2,108597.13,5609.35,11,0,2,0.7482,0,15,1,15,1,1,3,4,5,128710.98,200000.75,1.00E+05,93972.04,-11914.25,108597.13,0,0,0,0,0,0,0,0,-0.13,0,200000.75,1.00E+05,0,0,0,172980.89,0.05,0,0,3,0,10100001382,2,1.51,99743.64,162932.74,4.9,3059.75,3771.2,-711.45,0,0,0,0,0,0,190,100,0,0.0017,1,0,0,1,0,0,1,0,242188.89,1,1,1,1
0,1,0,1,51,0,17,23,637.34,266118,0,266755.34,252479.34,0,0,7190,49116,49.11,0,0,20140207,2,255979.81,10232.18,11,1,2,0.855,0,17,1,16,5,1,5,4,2,258822.36,14.42,0,261568.52,-7852.78,255979.81,0,0,0,0,296.75,290016.4,145080,145080,-0.03,1491.57,14.42,0,0,0,0,266755.34,0.04,0,0,2,0,2.30E+11,1,1.1,259089.6,256824.62,795.08,7018,14276,-7258,0,0,49.11,0,0,49116,1054737.84,2300,2,0.002,1,0,0,1,0,0,1,1,532873.34,0,2,1,1
1,1,0,2,41,0,13,21,694.24,1456320,0,1457014.24,1428598.24,0,0,7190,6260033.01,2449.35,0,0,20140224,2,1500760.52,60522.47,11,4,2,0.5269,0,13,2,18,4,1,4,4,5,1493235.9,319.46,0,1475389.37,-11774.53,1500760.52,0,0,0,0,2449.35,6260033.01,3126637,3126637,-0.01,8444.46,319.46,0,0,0,0,1457014.24,0.04,0,0,2,0,2.30E+11,1,0.5,1468062.77,1459754.65,6264.51,-95904,28416,-124320,0,0,2449.35,0,0,6260033.01,16888899.94,2300,2,7.00E-04,1,0,0,1,0,0,1,0,2913334.24,0,2,1,0
0,1,0,1,57,0,15,23,14185.4,540617,0,554802.4,533777.1,0,0,7010,0,0,0,0,20110908,2,528346.15,28224.3,12,0,2,0.9548,0,15,1,17,5,1,5,4,2,538169.24,12.4,0,536925.14,27011,528346.15,0,0,0,0,0,0,0,0,0.05,0,12.4,0,0,0,0,554802.4,0.05,0,0,2,0,10100000792,2,1.51,529853.7,535573.28,0,24408.9,21025.3,3383.6,0,0,0,0,0,0,3610.48,100,2,0,1,0,0,1,0,0,1,0,1095419.4,0,2,1,1
0,1,0,1,61,0,13,23,46706.79,112091,0,158797.79,155569.79,0,0,7190,30264,57.46,0,0,20140221,2,153938.96,4426.46,13,0,2,0.5276,0,13,1,15,5,1,6,4,4,156498.71,30,0,156275.17,-3638.64,153938.96,0,0,0,0,97.16,47443,18079,18079,-0.02,458.56,30,0,0,0,0,158797.79,0.03,0,0,2,0,2.30E+11,1,2,154704.63,155855.12,311.24,2847,3228,-381,0,0,57.46,0,0,30264,210661.76,2300,2,0.002,1,0,0,1,0,0,1,0,270888.79,0,2,1,1
1,1,0,2,46,6,19,21,2720.64,116159,0,118879.64,118944.64,0,0,7180,0,0,0,0,20100803,2,117805.47,1496,11,0,2,0.8973,0,20,1,15,3,1,4,4,5,120135.97,2.38,0,119183.21,-4184,117805.47,0,0,0,0,0,0,0,0,-0.04,0,2.38,0,0,0,0,118879.64,0.01,0,0,2,0,3.11E+11,2,2.4,118127.71,120499.53,0,4777,-65,4842,0,0,0,0,0,0,1027.75,3100,2,0,1,0,0,1,0,0,1,1,235038.64,0,2,1,1
0,1,0,1,32,0,15,23,302.82,436180,0,436482.82,395471.82,0,0,7260,1579657.96,2987.64,1579657.96,2987.64,20140319,2,348191.5,130412.63,11,10,2,1.019,0,16,1,16,4,1,3,4,1,377534.18,14.03,0,321707.03,147756.33,348191.5,0,0,0,0,6044.44,3201411.76,1652112.96,1652112.96,0.46,4544.24,14.03,0,0,0,0,436482.82,0.37,0,0,2,0,4.20E+11,2,2,338443.76,403519.85,7277.22,79746.63,41011,38735.63,0,2987.64,2987.64,0,1579657.96,1579657.96,2272118.8,4200,2,0.002,1,0,0,1,0,0,1,0,872662.82,0,2,0,1
0,1,0,2,43,4,5,22,932.93,461845,0,462777.93,395337.02,9114,0,7260,5086493,2759.88,3243326,1501.71,20140409,2,303567.97,51347.47,11,31,2,1.4686,0,5,2,16,2,1,4,4,2,350649.36,2713275.18,2514925.18,279847.87,47856.9,303567.97,0,0,0,0,6773.96,8734922,3194985,3194985,0.17,9472.73,2813319.76,2619926.18,0,0,0,462777.93,0.17,9114,10.13,3,0,4.20E+11,2,1.5,283368.25,387199.59,9078.09,33393.16,67440.91,-34047.75,10.13,1501.71,2759.88,9114,3243326,5086493,6051689.76,4200,2,0,1,0,0,1,2338.09,0.3,1,1,924622.93,1,1,0,1
0,1,0,1,63,0,19,23,26915.04,370457.22,0,397372.26,380581.6,0,0,7180,0,0,0,0,0,2,394896.38,-33368.78,13,0,2,0.6049,0,20,1,16,5,1,6,4,0,390031.18,23.53,0,419330.82,-41020.22,394896.38,0,0,0,0,0,0,0,0,-0.1,0,23.53,0,0,0,0,397372.26,-0.08,0,0,2,0,3.11E+11,2,0,408086.96,381766.79,0,-425.08,16790.66,-17215.74,0,0,0,0,0,0,6663.12,3100,2,0,1,0,0,1,0,0,1,0,767829.48,0,2,1,0
0,1,0,0,76,0,9,23,0.81,0,266402.74,266403.55,257607.23,0,0,7010,0,0,0,0,0,2,266731.06,-3850.17,11,0,2,0.985,0,10,1,16,4,1,7,4,1,266122.25,0,0,268968.2,-2431.55,266731.06,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,0,0,266403.55,-0.01,0,0,2,0,10500014162,2,0,268149.04,262753.66,0,3028.75,8796.32,-5767.57,0,0,0,0,0,0,83364.63,100,2,0,1,0,0,1,0,0,1,0,532806.29,0,0,1,1
0,1,0,1,43,0,6,23,5281.38,339480,0,344761.38,322115.38,0,0,7010,2639325.4,1692.13,349374,221.81,20140327,2,397727.12,-71248.34,12,11,2,0.8366,0,6,1,16,4,1,4,4,2,382305.71,198.79,0,405526.54,-167820.46,397727.12,0,0,0,0,2872.96,4499147.4,2286645.4,2286645.4,-0.41,4256.18,198.79,0,0,0,0,344761.38,-0.18,0,0,3,0,10500024607,2,0.75,400541.41,359321.49,5029.94,-38058.58,22646,-60704.58,0,221.81,1692.13,0,349374,2639325.4,4020487.35,100,2,0,1,0,0,1,0,0,1,1,684241.38,0,2,0,0
0,1,0,2,82,0,14,23,229.82,910510,0,910739.82,850739.82,0,0,7010,0,0,0,0,20131016,2,807152.16,33600,11,0,2,0.6488,0,15,1,17,5,1,7,4,0,809939.69,0.2,0,835420.69,142516,807152.16,0,0,0,0,4.35,5649,5649,5649,0.17,430.24,0.2,0,0,0,0,910739.82,0.04,0,0,2,0,10100001189,2,0.6,829669.59,820932.32,168.2,168800,60000,108800,0,0,0,0,0,0,719779,100,2,0.0015,1,0,0,1,0,0,1,0,1821249.82,0,2,1,1
1,1,0,1,47,0,14,21,21.57,1167985.8,0,1168007.37,1033994.79,0,0,7010,2695579,962.88,734740,291.22,20140408,2,1228017.67,-486584.92,11,5,2,0.4796,0,15,1,18,5,1,4,4,5,1324979.68,446416.42,184700,1119589.72,-552846.36,1228017.67,0,0,0,0,1799.78,5086780.08,2812263,2812263,-0.49,4297.12,1755216.42,349700,0,0,0,1168007.37,-0.4,124414,40.24,2,0,10100001197,1,0.4,1134729.56,1242762.76,2820.86,-543022.59,52912.58,-595935.17,40.24,291.22,962.88,124414,734740,2695579,9451669.16,100,2,4.00E-04,1,0,0,1,0,0,1,0,2335993.17,1,1,0,0
0,1,0,2,77,4,15,23,839.51,634468,0,635307.51,587157.51,0,0,7010,2097119,3100.46,989247,1400.28,20140328,2,522825.09,183942.02,11,6,2,1.9509,0,16,1,17,1,1,7,4,4,553473,38.31,0,473913.17,231829.99,522825.09,0,0,0,0,4262.21,2901878.8,1447802,1447802,0.49,1270.36,38.31,0,0,0,0,635307.51,0.35,0,0,2,0,10100000390,2,1.51,498366.83,579628.93,4295.23,118360.98,48150,70210.98,0,1400.28,2827.04,0,989247,1996619,823227.15,100,2,0,1,0,0,1,0,0,1,0,1269775.51,0,2,0,1
0,1,0,2,60,4,15,32,672.9,79395,0,124228.99,122109.1,0,0,7260,397595,752.66,177929,335.4,20140327,2,114144.78,103.53,11,8,2,1.3036,0,16,1,15,2,1,6,4,2,116388.48,13026.21,0,88500.92,452,114144.78,0,0,0,0,1407.36,740907.41,386434.41,386434.41,0.01,2683.95,16026.21,0,0,0,0,124228.99,0,0,0,3,0,4.20E+11,2,2,106605.06,117300.58,2915.05,-2766.2,2119.89,-4886.09,0,335.4,752.66,0,177929,397595,1487013.8,4200,1,0.002,1,0,0,0,0,0,1,0,203623.99,0,2,0,0
0,1,0,1,40,0,13,23,17600.41,209487,0,227087.41,221430.91,0,0,7190,0,0,0,0,20120323,2,222604.15,-4377,12,0,2,0.7436,0,13,1,16,4,1,4,4,0,223113.33,15.39,0,226801.39,-2796.5,222604.15,0,0,0,0,0,0,0,0,-0.01,0,15.39,0,0,0,0,227087.41,-0.02,0,0,2,0,2.30E+11,2,2,224978.81,221102.41,0,4622,5656.5,-1034.5,0,0,0,0,0,0,3244.25,2300,2,0.002,1,0,0,1,0,0,1,0,436574.41,0,2,1,1
0,1,0,2,52,3,13,23,45049.55,560354.91,0,605404.46,581399.36,0,0,7010,0,0,0,0,20131122,2,574914.41,17217.33,13,0,2,0.7365,0,14,1,17,1,1,5,4,2,592151.74,45013.16,0,575413.97,-30764.63,574914.41,0,0,0,0,22.69,15975,0,0,-0.05,306.94,45013.16,0,0,0,0,605404.46,0.03,0,0,2,0,10100004219,2,1.51,568632.66,592894.52,256.44,5721.84,24005.1,-18283.26,0,0,0,0,0,0,199897.13,100,2,0.0015,1,0,0,1,0,0,1,0,1042862.57,0,2,1,1
0,1,0,2,53,3,13,23,4210.06,202538.04,0,206748.1,199582.02,0,0,7010,0,0,0,0,20121206,2,206330.58,-12478.38,11,0,2,0.8555,0,14,1,16,5,1,5,4,0,202791.04,3.68,0,211580.8,-14189.72,206330.58,0,0,0,0,0,0,0,0,-0.07,0,3.68,0,0,0,0,206748.1,-0.06,0,0,2,0,10100004225,2,0,208857.2,198816.45,112.95,4174.5,7166.08,-2991.58,0,0,0,0,0,0,35756.09,100,2,0,1,0,0,1,0,0,1,0,409286.14,0,2,1,1
0,1,0,2,49,3,13,23,454.24,20557,23951.99,163004.81,161918.95,0,0,7010,3162000,63.48,202000,5.96,20140408,2,177642.15,258.7,11,36,2,1.1291,0,14,1,15,5,1,4,4,1,146005.72,1311253.23,1321311.04,146661.98,-1487.74,177642.15,0,0,0,0,100.61,5322000,0,0,-0.01,321.62,3634837.43,3632550.58,0,0,0,163004.81,0,354000,7.96,3,0,10100004231,2,0.5,188585.78,147904.71,249.53,1148.06,994.55,153.51,7.96,5.96,63.48,354000,202000,3162000,4459155.5,100,2,0.0013,1,0,0,1,0,0,1,0,207513.8,1,1,1,1
0,1,0,2,81,0,15,23,270.07,0,262622.54,365542.83,356463.88,0,0,7010,350426.97,1120.08,107523.58,350.63,20140306,2,392330.47,-38862.11,11,1,2,0.7316,0,16,1,16,4,1,7,4,2,371034.48,147157.57,215680.41,425881.07,-61204.12,392330.47,0,0,0,0,1120.08,350426.97,0,0,-0.14,0,281176.18,325680.41,0,0,0,365542.83,-0.1,0,0,2,0,10100000647,2,1.51,407661.54,358990.48,1120.08,3758.98,9078.95,-5319.97,0,73.61,267.83,0,52120.19,189620.19,0,100,2,0,1,0,0,1,0,0,1,0,628165.37,1,1,0,1
0,1,0,2,36,0,7,23,47912.66,88060,47533.51,135972.66,130444.66,0,0,7260,8140,15.34,8140,15.34,20140304,2,130245.4,7247.72,13,2,2,0.3467,0,7,1,15,2,1,3,4,5,132279.05,8534.43,8156.28,130908.77,2815.91,130245.4,0,0,0,0,162.26,215043,84043,84043,0.02,1273.28,8534.43,8156.28,0,0,0,135972.66,0.06,0,0,2,0,4.20E+11,1,2,130344.6,133300.39,615.05,8539.72,5528,3011.72,0,15.34,15.34,0,8140,8140,1597150.86,4200,2,0.002,1,0,0,1,0,0,1,0,271566.17,1,1,0,1
0,1,0,2,54,0,15,23,396.28,230119,0,230515.28,221781.28,0,0,7260,0,0,0,0,20131017,2,228143.76,-7225,11,0,2,0.6964,0,16,1,16,5,1,5,4,0,230061.18,0.35,0,242388.32,-28779.35,228143.76,0,0,0,0,64.72,91108,46440,46440,-0.12,72.88,0.35,0,0,0,0,230515.28,-0.03,0,0,2,0,4.20E+11,2,0.8,233833.55,228013.48,64.72,2428,8734,-6306,0,0,0,0,0,0,93324.35,4200,2,8.00E-04,1,0,0,1,0,0,1,0,460634.28,0,2,1,1
0,1,0,2,62,0,15,23,84303.4,171041.64,0,255345.04,254510.6,0,0,7010,0,0,0,0,20131206,2,258579.14,-1209.68,14,2,2,1.0807,0,16,1,16,4,1,6,4,0,261290.11,73.7,0,260007.49,-8743.52,258579.14,0,0,0,0,569.7,401080,158880,158880,-0.03,605.64,73.7,0,0,0,0,255345.04,0,0,0,2,0,10100000580,2,1.51,259743.86,256063.13,569.7,-5415.76,834.44,-6250.2,0,0,0,0,0,0,402526.47,100,2,0.0015,1,0,0,1,0,0,1,0,426386.68,0,2,1,0
0,1,0,1,43,0,14,23,150.27,521500,0,521650.27,485150.27,0,0,7010,694287.81,495.12,17568,14.41,20140325,2,528210.18,5266.58,11,3,2,0.7165,0,14,1,17,5,1,4,4,2,524295.69,20061.5,8000,494954.44,54472.2,528210.18,0,0,0,0,1103.16,1547672.81,806532.81,806532.81,0.11,3634.61,30061.5,8000,0,0,0,521650.27,0.01,0,0,2,0,10100002975,1,0.8,523009.75,508121.24,2565.1,5041.31,36500,-31458.69,0,14.41,495.12,0,17568,694287.81,4540404.64,100,2,8.00E-04,1,0,0,1,0,0,1,0,1043150.27,1,1,0,1
0,1,0,1,52,0,13,23,158.28,118614.4,0,118772.68,114685.28,0,0,7190,0,0,0,0,20131219,2,114462.94,-1907,11,0,3,0.6679,0,13,1,15,5,1,5,4,2,114608.98,0.14,0,118359.03,1070.8,114462.94,0,0,0,0,48.41,25564,16548,16548,0.01,51.12,0.14,0,0,0,0,118772.68,-0.02,0,0,2,0,2.30E+11,2,2,116706.3,113222.33,48.41,5913.4,4087.4,1826,0,0,0,0,0,0,28089.53,2300,2,0.002,1,0,0,1,0,0,1,0,237387.08,0,2,1,1
0,1,0,2,43,3,7,23,3415.28,224991,0,228406.28,224963.28,0,0,7260,0,0,0,0,20121231,2,223857.69,883,11,0,2,0.7246,0,7,1,16,5,1,4,4,4,224558.13,21.98,0,226472.63,-1662,223857.69,0,0,0,0,0,0,0,0,-0.01,0,21.98,0,0,0,0,228406.28,0,0,0,2,0,4.20E+11,2,2,226010.09,224873.62,5.27,4482,3443,1039,0,0,0,0,0,0,7279.57,4200,2,0.002,1,0,0,1,0,0,1,0,453397.28,0,2,1,1
0,1,0,1,54,4,19,33,14103.06,98735.2,0,112838.26,107376.46,0,0,7180,100246.5,229.31,9750,22.29,20140314,2,103723.34,18731.27,12,2,2,1.2899,0,20,1,15,1,1,5,4,0,107645.93,13.7,0,101757.86,4950.84,103723.34,0,0,0,0,404.04,160816.5,100760,100760,0.05,506.2,13.7,0,0,0,0,112838.26,0.18,0,0,3,0,3.11E+11,2,2.4,101528.61,107299.95,716.29,5263.35,5461.8,-198.45,0,22.29,229.31,0,9750,100246.5,169647.32,3100,1,0.003,1,0,0,1,0,0,1,0,211573.46,0,2,0,1
0,1,0,1,43,2,19,23,8.52,190101.36,0,190109.88,184392.98,0,0,7180,0,0,0,0,20111110,2,189630.28,2295.78,11,0,2,0.7892,0,20,1,15,5,1,4,4,2,186283.4,5.57,12600,195707.14,1277.4,189630.28,0,0,0,0,0,0,0,0,0.01,0,5.57,12600,0,0,0,190109.88,0.01,0,0,2,0,3.11E+11,2,1.2,193031.33,185840.61,0,668.48,5716.9,-5048.42,0,0,0,0,0,0,10808.04,3100,2,0.0024,1,0,0,1,0,0,1,0,380211.24,1,1,1,1
1,1,0,2,43,0,16,21,67343.03,164808.85,0,232151.88,224839.22,11842,0,7190,346623.6,903.34,93643,205.87,20140409,2,233778.34,-13602.07,14,3,2,0.6371,0,17,1,16,5,1,4,4,2,233295.28,80.97,0,242357.49,-16151.5,233778.34,0,0,0,0,2181.05,809314.6,370867.6,370867.6,-0.07,4634.09,80.97,0,0,0,0,232151.88,-0.06,46014,124.63,2,0,2.30E+11,2,2.799,238046.97,229167.3,4017.41,1237.39,7236.66,-5999.27,0,111.31,111.31,0,58694,58694,1644231.17,2300,2,0.0025,1,0,0,1,0,0,1,0,396960.73,0,2,0,1
0,1,0,0,51,0,13,23,160584.49,0,0,160584.49,160584.49,0,0,7010,0,0,0,0,0,2,160474.81,0,15,0,2,1,0,14,1,15,4,1,5,4,0,160489.81,140.39,0,160399.03,0,160474.81,0,0,0,0,0,0,0,0,0,0,140.39,0,0,0,0,160584.49,0,0,0,2,0,10500011233,2,0,160443.61,160516.89,0,0,0,0,0,0,0,0,0,0,0,100,2,0,1,0,0,1,0,0,1,0,160584.49,0,2,1,2
